exper,exper2,yeduc,income,lincome
22,484,13,300,5.703783
22,484,13,400,5.991465
22,484,13,450,6.109248
22,484,13,500,6.214608
22,484,13,450,6.109248
22,484,13,300,5.703783
22,484,13,600,6.39693
22,484,13,600,6.39693
22,484,13,350,5.857933
1,1,14,150,5.010635
1,1,14,200,5.298317
1,1,14,200,5.298317
2,4,14,200,5.298317
2,4,14,225,5.416101
2,4,14,125,4.828314
2,4,14,150,5.010635
2,4,14,100,4.60517
2,4,14,75,4.317488
2,4,14,200,5.298317
2,4,14,100,4.60517
2,4,14,200,5.298317
2,4,14,100,4.60517
2,4,14,150,5.010635
2,4,14,150,5.010635
2,4,14,250,5.521461
3,9,14,106.25,4.665795
3,9,14,100,4.60517
3,9,14,100,4.60517
3,9,14,250,5.521461
3,9,14,250,5.521461
3,9,14,200,5.298317
3,9,14,200,5.298317
3,9,14,150,5.010635
3,9,14,250,5.521461
3,9,14,156.25,5.051457
3,9,14,250,5.521461
3,9,14,200,5.298317
4,16,14,200,5.298317
4,16,14,150,5.010635
4,16,14,100,4.60517
4,16,14,150,5.010635
4,16,14,150,5.010635
4,16,14,200,5.298317
4,16,14,200,5.298317
4,16,14,200,5.298317
4,16,14,200,5.298317
4,16,14,200,5.298317
4,16,14,300,5.703783
4,16,14,150,5.010635
4,16,14,200,5.298317
4,16,14,200,5.298317
4,16,14,150,5.010635
4,16,14,150,5.010635
4,16,14,300,5.703783
4,16,14,250,5.521461
4,16,14,250,5.521461
4,16,14,300,5.703783
4,16,14,250,5.521461
5,25,14,75,4.317488
5,25,14,150,5.010635
5,25,14,75,4.317488
5,25,14,250,5.521461
5,25,14,250,5.521461
5,25,14,200,5.298317
5,25,14,125,4.828314
5,25,14,200,5.298317
5,25,14,200,5.298317
5,25,14,200,5.298317
5,25,14,250,5.521461
5,25,14,200,5.298317
5,25,14,250,5.521461
5,25,14,250,5.521461
5,25,14,300,5.703783
5,25,14,350,5.857933
5,25,14,250,5.521461
5,25,14,200,5.298317
5,25,14,300,5.703783
5,25,14,300,5.703783
5,25,14,300,5.703783
6,36,14,100,4.60517
6,36,14,100,4.60517
6,36,14,150,5.010635
6,36,14,250,5.521461
6,36,14,200,5.298317
6,36,14,100,4.60517
6,36,14,250,5.521461
6,36,14,250,5.521461
6,36,14,250,5.521461
6,36,14,100,4.60517
6,36,14,250,5.521461
6,36,14,200,5.298317
6,36,14,300,5.703783
6,36,14,250,5.521461
6,36,14,250,5.521461
6,36,14,300,5.703783
6,36,14,250,5.521461
6,36,14,250,5.521461
6,36,14,300,5.703783
7,49,14,150,5.010635
7,49,14,25,3.218876
7,49,14,225,5.416101
7,49,14,200,5.298317
7,49,14,250,5.521461
7,49,14,200,5.298317
7,49,14,150,5.010635
7,49,14,150,5.010635
7,49,14,250,5.521461
7,49,14,300,5.703783
7,49,14,350,5.857933
7,49,14,400,5.991465
8,64,14,100,4.60517
8,64,14,100,4.60517
8,64,14,100,4.60517
8,64,14,200,5.298317
8,64,14,100,4.60517
8,64,14,250,5.521461
8,64,14,300,5.703783
8,64,14,250,5.521461
8,64,14,150,5.010635
8,64,14,150,5.010635
8,64,14,150,5.010635
8,64,14,200,5.298317
8,64,14,350,5.857933
8,64,14,300,5.703783
8,64,14,350,5.857933
9,81,14,50,3.912023
9,81,14,50,3.912023
9,81,14,200,5.298317
9,81,14,156.25,5.051457
9,81,14,175,5.164786
9,81,14,175,5.164786
9,81,14,100,4.60517
9,81,14,100,4.60517
9,81,14,100,4.60517
9,81,14,200,5.298317
9,81,14,100,4.60517
9,81,14,50,3.912023
9,81,14,200,5.298317
9,81,14,300,5.703783
9,81,14,300,5.703783
9,81,14,150,5.010635
9,81,14,350,5.857933
9,81,14,200,5.298317
9,81,14,200,5.298317
9,81,14,150,5.010635
9,81,14,200,5.298317
9,81,14,225,5.416101
9,81,14,300,5.703783
9,81,14,250,5.521461
9,81,14,350,5.857933
9,81,14,400,5.991465
9,81,14,300,5.703783
10,100,14,150,5.010635
10,100,14,150,5.010635
10,100,14,100,4.60517
10,100,14,150,5.010635
10,100,14,250,5.521461
10,100,14,200,5.298317
10,100,14,150,5.010635
10,100,14,200,5.298317
10,100,14,300,5.703783
10,100,14,200,5.298317
10,100,14,250,5.521461
10,100,14,250,5.521461
10,100,14,350,5.857933
10,100,14,250,5.521461
10,100,14,250,5.521461
10,100,14,350,5.857933
10,100,14,150,5.010635
10,100,14,200,5.298317
10,100,14,250,5.521461
10,100,14,200,5.298317
10,100,14,150,5.010635
10,100,14,300,5.703783
10,100,14,300,5.703783
10,100,14,400,5.991465
10,100,14,300,5.703783
10,100,14,200,5.298317
10,100,14,300,5.703783
10,100,14,150,5.010635
10,100,14,250,5.521461
10,100,14,150,5.010635
10,100,14,200,5.298317
10,100,14,250,5.521461
10,100,14,350,5.857933
10,100,14,300,5.703783
10,100,14,400,5.991465
10,100,14,250,5.521461
11,121,14,200,5.298317
11,121,14,350,5.857933
11,121,14,100,4.60517
11,121,14,350,5.857933
11,121,14,156.25,5.051457
11,121,14,356.25,5.875633
11,121,14,225,5.416101
11,121,14,400,5.991465
11,121,14,150,5.010635
11,121,14,50,3.912023
11,121,14,100,4.60517
11,121,14,100,4.60517
11,121,14,250,5.521461
11,121,14,150,5.010635
11,121,14,200,5.298317
11,121,14,250,5.521461
11,121,14,150,5.010635
11,121,14,300,5.703783
11,121,14,300,5.703783
11,121,14,400,5.991465
11,121,14,250,5.521461
11,121,14,356.25,5.875633
12,144,14,50,3.912023
12,144,14,150,5.010635
12,144,14,150,5.010635
12,144,14,50,3.912023
12,144,14,6.25,1.832582
12,144,14,106.25,4.665795
12,144,14,156.25,5.051457
12,144,14,150,5.010635
12,144,14,200,5.298317
12,144,14,200,5.298317
12,144,14,250,5.521461
12,144,14,200,5.298317
12,144,14,150,5.010635
12,144,14,50,3.912023
12,144,14,150,5.010635
12,144,14,150,5.010635
12,144,14,300,5.703783
12,144,14,150,5.010635
12,144,14,200,5.298317
12,144,14,100,4.60517
12,144,14,250,5.521461
12,144,14,300,5.703783
12,144,14,150,5.010635
12,144,14,350,5.857933
12,144,14,300,5.703783
12,144,14,150,5.010635
12,144,14,200,5.298317
12,144,14,150,5.010635
12,144,14,300,5.703783
12,144,14,250,5.521461
12,144,14,200,5.298317
12,144,14,400,5.991465
13,169,14,100,4.60517
13,169,14,100,4.60517
13,169,14,6.25,1.832582
13,169,14,100,4.60517
13,169,14,25,3.218876
13,169,14,25,3.218876
13,169,14,50,3.912023
13,169,14,256.25,5.546154
13,169,14,56.25,4.029806
13,169,14,6.25,1.832582
13,169,14,25,3.218876
13,169,14,25,3.218876
13,169,14,150,5.010635
13,169,14,50,3.912023
13,169,14,100,4.60517
13,169,14,250,5.521461
13,169,14,250,5.521461
13,169,14,100,4.60517
13,169,14,150,5.010635
13,169,14,250,5.521461
13,169,14,206.25,5.329089
13,169,14,200,5.298317
13,169,14,250,5.521461
14,196,14,100,4.60517
14,196,14,50,3.912023
14,196,14,250,5.521461
14,196,14,100,4.60517
14,196,14,150,5.010635
14,196,14,50,3.912023
14,196,14,100,4.60517
14,196,14,200,5.298317
14,196,14,75,4.317488
14,196,14,250,5.521461
14,196,14,250,5.521461
14,196,14,250,5.521461
14,196,14,150,5.010635
14,196,14,250,5.521461
14,196,14,300,5.703783
14,196,14,100,4.60517
14,196,14,100,4.60517
14,196,14,200,5.298317
14,196,14,150,5.010635
14,196,14,200,5.298317
14,196,14,100,4.60517
14,196,14,300,5.703783
14,196,14,200,5.298317
14,196,14,200,5.298317
14,196,14,250,5.521461
14,196,14,175,5.164786
14,196,14,150,5.010635
14,196,14,400,5.991465
14,196,14,300,5.703783
14,196,14,400,5.991465
14,196,14,300,5.703783
14,196,14,200,5.298317
14,196,14,300,5.703783
14,196,14,250,5.521461
14,196,14,400,5.991465
15,225,14,6.25,1.832582
15,225,14,6.25,1.832582
15,225,14,6.25,1.832582
15,225,14,250,5.521461
15,225,14,200,5.298317
15,225,14,100,4.60517
15,225,14,6.25,1.832582
15,225,14,250,5.521461
15,225,14,100,4.60517
15,225,14,12.5,2.525729
15,225,14,106.25,4.665795
15,225,14,12.5,2.525729
15,225,14,31.25,3.442019
15,225,14,75,4.317488
15,225,14,275,5.616771
15,225,14,150,5.010635
15,225,14,75,4.317488
15,225,14,50,3.912023
15,225,14,150,5.010635
15,225,14,100,4.60517
15,225,14,150,5.010635
15,225,14,100,4.60517
15,225,14,450,6.109248
15,225,14,100,4.60517
15,225,14,300,5.703783
15,225,14,150,5.010635
15,225,14,150,5.010635
15,225,14,350,5.857933
15,225,14,200,5.298317
15,225,14,150,5.010635
15,225,14,200,5.298317
15,225,14,225,5.416101
15,225,14,200,5.298317
15,225,14,400,5.991465
15,225,14,350,5.857933
15,225,14,250,5.521461
15,225,14,550,6.309918
15,225,14,350,5.857933
15,225,14,506.25,6.227031
16,256,14,150,5.010635
16,256,14,200,5.298317
16,256,14,150,5.010635
16,256,14,200,5.298317
16,256,14,6.25,1.832582
16,256,14,200,5.298317
16,256,14,206.25,5.329089
16,256,14,31.25,3.442019
16,256,14,6.25,1.832582
16,256,14,6.25,1.832582
16,256,14,12.5,2.525729
16,256,14,6.25,1.832582
16,256,14,106.25,4.665795
16,256,14,31.25,3.442019
16,256,14,31.25,3.442019
16,256,14,56.25,4.029806
16,256,14,50,3.912023
16,256,14,50,3.912023
16,256,14,100,4.60517
16,256,14,300,5.703783
16,256,14,150,5.010635
16,256,14,150,5.010635
16,256,14,250,5.521461
16,256,14,200,5.298317
16,256,14,400,5.991465
16,256,14,300,5.703783
16,256,14,225,5.416101
16,256,14,206.25,5.329089
16,256,14,200,5.298317
16,256,14,850,6.745236
16,256,14,506.25,6.227031
17,289,14,50,3.912023
17,289,14,200,5.298317
17,289,14,50,3.912023
17,289,14,6.25,1.832582
17,289,14,150,5.010635
17,289,14,256.25,5.546154
17,289,14,6.25,1.832582
17,289,14,56.25,4.029806
17,289,14,175,5.164786
17,289,14,75,4.317488
17,289,14,150,5.010635
17,289,14,400,5.991465
17,289,14,250,5.521461
17,289,14,300,5.703783
17,289,14,200,5.298317
17,289,14,100,4.60517
17,289,14,350,5.857933
17,289,14,250,5.521461
17,289,14,125,4.828314
17,289,14,100,4.60517
17,289,14,100,4.60517
17,289,14,200,5.298317
17,289,14,350,5.857933
17,289,14,200,5.298317
17,289,14,300,5.703783
17,289,14,200,5.298317
17,289,14,250,5.521461
17,289,14,250,5.521461
17,289,14,450,6.109248
17,289,14,500,6.214608
17,289,14,600,6.39693
17,289,14,350,5.857933
17,289,14,356.25,5.875633
17,289,14,350,5.857933
18,324,14,350,5.857933
18,324,14,25,3.218876
18,324,14,25,3.218876
18,324,14,175,5.164786
18,324,14,75,4.317488
18,324,14,25,3.218876
18,324,14,75,4.317488
18,324,14,150,5.010635
18,324,14,150,5.010635
18,324,14,50,3.912023
18,324,14,50,3.912023
18,324,14,200,5.298317
18,324,14,150,5.010635
18,324,14,250,5.521461
18,324,14,150,5.010635
18,324,14,150,5.010635
18,324,14,125,4.828314
18,324,14,175,5.164786
18,324,14,300,5.703783
18,324,14,300,5.703783
18,324,14,150,5.010635
18,324,14,350,5.857933
18,324,14,300,5.703783
18,324,14,200,5.298317
18,324,14,250,5.521461
18,324,14,300,5.703783
18,324,14,350,5.857933
18,324,14,300,5.703783
18,324,14,400,5.991465
18,324,14,500,6.214608
19,361,14,100,4.60517
19,361,14,250,5.521461
19,361,14,50,3.912023
19,361,14,25,3.218876
19,361,14,50,3.912023
19,361,14,150,5.010635
19,361,14,100,4.60517
19,361,14,50,3.912023
19,361,14,6.25,1.832582
19,361,14,25,3.218876
19,361,14,75,4.317488
19,361,14,50,3.912023
19,361,14,75,4.317488
19,361,14,300,5.703783
19,361,14,400,5.991465
19,361,14,300,5.703783
19,361,14,100,4.60517
19,361,14,100,4.60517
19,361,14,150,5.010635
19,361,14,100,4.60517
19,361,14,100,4.60517
19,361,14,150,5.010635
19,361,14,150,5.010635
19,361,14,250,5.521461
19,361,14,200,5.298317
19,361,14,250,5.521461
19,361,14,450,6.109248
19,361,14,250,5.521461
19,361,14,300,5.703783
19,361,14,600,6.39693
20,400,14,100,4.60517
20,400,14,100,4.60517
20,400,14,100,4.60517
20,400,14,200,5.298317
20,400,14,50,3.912023
20,400,14,125,4.828314
20,400,14,75,4.317488
20,400,14,125,4.828314
20,400,14,100,4.60517
20,400,14,100,4.60517
20,400,14,50,3.912023
20,400,14,75,4.317488
20,400,14,50,3.912023
20,400,14,150,5.010635
20,400,14,150,5.010635
20,400,14,150,5.010635
20,400,14,150,5.010635
20,400,14,150,5.010635
20,400,14,125,4.828314
20,400,14,450,6.109248
20,400,14,300,5.703783
20,400,14,200,5.298317
20,400,14,400,5.991465
20,400,14,350,5.857933
20,400,14,250,5.521461
20,400,14,250,5.521461
20,400,14,250,5.521461
20,400,14,375,5.926926
20,400,14,350,5.857933
21,441,14,25,3.218876
21,441,14,50,3.912023
21,441,14,6.25,1.832582
21,441,14,25,3.218876
21,441,14,100,4.60517
21,441,14,50,3.912023
21,441,14,50,3.912023
21,441,14,6.25,1.832582
21,441,14,6.25,1.832582
21,441,14,31.25,3.442019
21,441,14,106.25,4.665795
21,441,14,6.25,1.832582
21,441,14,25,3.218876
21,441,14,31.25,3.442019
21,441,14,31.25,3.442019
21,441,14,200,5.298317
21,441,14,250,5.521461
21,441,14,150,5.010635
21,441,14,56.25,4.029806
21,441,14,106.25,4.665795
21,441,14,150,5.010635
21,441,14,150,5.010635
21,441,14,150,5.010635
21,441,14,156.25,5.051457
21,441,14,156.25,5.051457
21,441,14,400,5.991465
21,441,14,250,5.521461
21,441,14,350,5.857933
21,441,14,500,6.214608
21,441,14,250,5.521461
21,441,14,250,5.521461
21,441,14,500,6.214608
21,441,14,1325,7.189168
0,0,15,6.25,1.832582
0,0,15,25,3.218876
0,0,15,50,3.912023
0,0,15,25,3.218876
0,0,15,25,3.218876
0,0,15,50,3.912023
0,0,15,100,4.60517
0,0,15,50,3.912023
0,0,15,25,3.218876
0,0,15,25,3.218876
0,0,15,50,3.912023
0,0,15,50,3.912023
0,0,15,31.25,3.442019
0,0,15,31.25,3.442019
0,0,15,31.25,3.442019
0,0,15,31.25,3.442019
0,0,15,6.25,1.832582
0,0,15,31.25,3.442019
0,0,15,6.25,1.832582
0,0,15,12.5,2.525729
0,0,15,6.25,1.832582
0,0,15,31.25,3.442019
0,0,15,12.5,2.525729
0,0,15,56.25,4.029806
0,0,15,31.25,3.442019
0,0,15,12.5,2.525729
0,0,15,6.25,1.832582
0,0,15,56.25,4.029806
0,0,15,31.25,3.442019
0,0,15,12.5,2.525729
0,0,15,56.25,4.029806
0,0,15,50,3.912023
0,0,15,31.25,3.442019
0,0,15,50,3.912023
0,0,15,75,4.317488
0,0,15,25,3.218876
0,0,15,50,3.912023
0,0,15,50,3.912023
0,0,15,75,4.317488
0,0,15,31.25,3.442019
0,0,15,50,3.912023
0,0,15,50,3.912023
0,0,15,31.25,3.442019
0,0,15,50,3.912023
0,0,15,50,3.912023
0,0,15,50,3.912023
0,0,15,50,3.912023
0,0,15,50,3.912023
0,0,15,31.25,3.442019
0,0,15,50,3.912023
0,0,15,75,4.317488
0,0,15,31.25,3.442019
0,0,15,25,3.218876
0,0,15,75,4.317488
0,0,15,50,3.912023
0,0,15,50,3.912023
0,0,15,75,4.317488
0,0,15,50,3.912023
0,0,15,75,4.317488
0,0,15,50,3.912023
0,0,15,125,4.828314
0,0,15,100,4.60517
0,0,15,50,3.912023
0,0,15,50,3.912023
0,0,15,100,4.60517
0,0,15,100,4.60517
0,0,15,100,4.60517
0,0,15,50,3.912023
0,0,15,100,4.60517
0,0,15,56.25,4.029806
0,0,15,100,4.60517
0,0,15,50,3.912023
0,0,15,50,3.912023
0,0,15,56.25,4.029806
0,0,15,100,4.60517
0,0,15,56.25,4.029806
0,0,15,50,3.912023
0,0,15,56.25,4.029806
0,0,15,100,4.60517
0,0,15,50,3.912023
0,0,15,50,3.912023
0,0,15,125,4.828314
0,0,15,106.25,4.665795
0,0,15,175,5.164786
1,1,15,50,3.912023
1,1,15,25,3.218876
1,1,15,25,3.218876
1,1,15,50,3.912023
1,1,15,50,3.912023
1,1,15,50,3.912023
1,1,15,25,3.218876
1,1,15,25,3.218876
1,1,15,6.25,1.832582
1,1,15,56.25,4.029806
1,1,15,6.25,1.832582
1,1,15,12.5,2.525729
1,1,15,31.25,3.442019
1,1,15,12.5,2.525729
1,1,15,12.5,2.525729
1,1,15,56.25,4.029806
1,1,15,12.5,2.525729
1,1,15,56.25,4.029806
1,1,15,31.25,3.442019
1,1,15,6.25,1.832582
1,1,15,12.5,2.525729
1,1,15,31.25,3.442019
1,1,15,56.25,4.029806
1,1,15,56.25,4.029806
1,1,15,12.5,2.525729
1,1,15,56.25,4.029806
1,1,15,106.25,4.665795
1,1,15,56.25,4.029806
1,1,15,56.25,4.029806
1,1,15,106.25,4.665795
1,1,15,12.5,2.525729
1,1,15,31.25,3.442019
1,1,15,125,4.828314
1,1,15,50,3.912023
1,1,15,25,3.218876
1,1,15,50,3.912023
1,1,15,75,4.317488
1,1,15,50,3.912023
1,1,15,25,3.218876
1,1,15,75,4.317488
1,1,15,31.25,3.442019
1,1,15,31.25,3.442019
1,1,15,25,3.218876
1,1,15,25,3.218876
1,1,15,50,3.912023
1,1,15,31.25,3.442019
1,1,15,125,4.828314
1,1,15,50,3.912023
1,1,15,25,3.218876
1,1,15,25,3.218876
1,1,15,50,3.912023
1,1,15,31.25,3.442019
1,1,15,31.25,3.442019
1,1,15,31.25,3.442019
1,1,15,50,3.912023
1,1,15,50,3.912023
1,1,15,75,4.317488
1,1,15,75,4.317488
1,1,15,31.25,3.442019
1,1,15,50,3.912023
1,1,15,31.25,3.442019
1,1,15,75,4.317488
1,1,15,50,3.912023
1,1,15,25,3.218876
1,1,15,100,4.60517
1,1,15,100,4.60517
1,1,15,75,4.317488
1,1,15,75,4.317488
1,1,15,100,4.60517
1,1,15,75,4.317488
1,1,15,75,4.317488
1,1,15,75,4.317488
1,1,15,50,3.912023
1,1,15,56.25,4.029806
1,1,15,50,3.912023
1,1,15,75,4.317488
1,1,15,56.25,4.029806
1,1,15,75,4.317488
1,1,15,56.25,4.029806
1,1,15,150,5.010635
1,1,15,75,4.317488
1,1,15,56.25,4.029806
1,1,15,75,4.317488
1,1,15,100,4.60517
1,1,15,100,4.60517
1,1,15,50,3.912023
1,1,15,100,4.60517
1,1,15,56.25,4.029806
1,1,15,56.25,4.029806
1,1,15,56.25,4.029806
1,1,15,75,4.317488
1,1,15,150,5.010635
1,1,15,150,5.010635
1,1,15,150,5.010635
1,1,15,150,5.010635
2,4,15,50,3.912023
2,4,15,50,3.912023
2,4,15,100,4.60517
2,4,15,25,3.218876
2,4,15,6.25,1.832582
2,4,15,50,3.912023
2,4,15,6.25,1.832582
2,4,15,31.25,3.442019
2,4,15,12.5,2.525729
2,4,15,56.25,4.029806
2,4,15,31.25,3.442019
2,4,15,106.25,4.665795
2,4,15,31.25,3.442019
2,4,15,6.25,1.832582
2,4,15,6.25,1.832582
2,4,15,56.25,4.029806
2,4,15,56.25,4.029806
2,4,15,56.25,4.029806
2,4,15,6.25,1.832582
2,4,15,31.25,3.442019
2,4,15,6.25,1.832582
2,4,15,56.25,4.029806
2,4,15,25,3.218876
2,4,15,75,4.317488
2,4,15,31.25,3.442019
2,4,15,25,3.218876
2,4,15,31.25,3.442019
2,4,15,50,3.912023
2,4,15,25,3.218876
2,4,15,50,3.912023
2,4,15,75,4.317488
2,4,15,31.25,3.442019
2,4,15,31.25,3.442019
2,4,15,50,3.912023
2,4,15,25,3.218876
2,4,15,31.25,3.442019
2,4,15,75,4.317488
2,4,15,31.25,3.442019
2,4,15,50,3.912023
2,4,15,50,3.912023
2,4,15,75,4.317488
2,4,15,56.25,4.029806
2,4,15,56.25,4.029806
2,4,15,100,4.60517
2,4,15,56.25,4.029806
2,4,15,75,4.317488
2,4,15,56.25,4.029806
2,4,15,50,3.912023
2,4,15,56.25,4.029806
2,4,15,50,3.912023
2,4,15,100,4.60517
2,4,15,75,4.317488
2,4,15,75,4.317488
2,4,15,75,4.317488
2,4,15,56.25,4.029806
2,4,15,106.25,4.665795
3,9,15,100,4.60517
3,9,15,6.25,1.832582
3,9,15,50,3.912023
3,9,15,12.5,2.525729
3,9,15,106.25,4.665795
3,9,15,106.25,4.665795
3,9,15,12.5,2.525729
3,9,15,6.25,1.832582
3,9,15,106.25,4.665795
3,9,15,31.25,3.442019
3,9,15,31.25,3.442019
3,9,15,125,4.828314
3,9,15,50,3.912023
3,9,15,31.25,3.442019
3,9,15,100,4.60517
3,9,15,50,3.912023
3,9,15,100,4.60517
3,9,15,56.25,4.029806
3,9,15,200,5.298317
3,9,15,150,5.010635
3,9,15,106.25,4.665795
3,9,15,125,4.828314
3,9,15,150,5.010635
3,9,15,200,5.298317
3,9,15,300,5.703783
3,9,15,175,5.164786
4,16,15,50,3.912023
4,16,15,100,4.60517
4,16,15,150,5.010635
4,16,15,100,4.60517
5,25,15,50,3.912023
5,25,15,50,3.912023
5,25,15,100,4.60517
5,25,15,206.25,5.329089
5,25,15,50,3.912023
5,25,15,50,3.912023
5,25,15,100,4.60517
5,25,15,100,4.60517
5,25,15,300,5.703783
5,25,15,400,5.991465
6,36,15,175,5.164786
6,36,15,200,5.298317
6,36,15,200,5.298317
6,36,15,175,5.164786
6,36,15,175,5.164786
6,36,15,300,5.703783
7,49,15,50,3.912023
7,49,15,150,5.010635
7,49,15,150,5.010635
8,64,15,300,5.703783
8,64,15,350,5.857933
9,81,15,500,6.214608
10,100,15,300,5.703783
10,100,15,400,5.991465
11,121,15,100,4.60517
11,121,15,550,6.309918
11,121,15,200,5.298317
11,121,15,650,6.476973
11,121,15,650,6.476973
12,144,15,350,5.857933
12,144,15,350,5.857933
12,144,15,550,6.309918
12,144,15,500,6.214608
13,169,15,300,5.703783
13,169,15,300,5.703783
13,169,15,500,6.214608
13,169,15,500,6.214608
14,196,15,500,6.214608
15,225,15,250,5.521461
15,225,15,50,3.912023
15,225,15,100,4.60517
15,225,15,300,5.703783
15,225,15,300,5.703783
16,256,15,600,6.39693
16,256,15,600,6.39693
17,289,15,400,5.991465
18,324,15,400,5.991465
18,324,15,500,6.214608
18,324,15,400,5.991465
18,324,15,400,5.991465
19,361,15,200,5.298317
19,361,15,100,4.60517
19,361,15,200,5.298317
20,400,15,156.25,5.051457
20,400,15,200,5.298317
20,400,15,200,5.298317
1,1,16,150,5.010635
1,1,16,150,5.010635
1,1,16,156.25,5.051457
1,1,16,200,5.298317
1,1,16,250,5.521461
1,1,16,100,4.60517
1,1,16,250,5.521461
1,1,16,200,5.298317
1,1,16,250,5.521461
1,1,16,300,5.703783
1,1,16,250,5.521461
1,1,16,250,5.521461
1,1,16,150,5.010635
2,4,16,100,4.60517
2,4,16,150,5.010635
2,4,16,50,3.912023
2,4,16,100,4.60517
2,4,16,156.25,5.051457
2,4,16,156.25,5.051457
2,4,16,56.25,4.029806
2,4,16,175,5.164786
2,4,16,150,5.010635
2,4,16,150,5.010635
2,4,16,250,5.521461
2,4,16,75,4.317488
2,4,16,200,5.298317
2,4,16,300,5.703783
2,4,16,300,5.703783
2,4,16,200,5.298317
2,4,16,150,5.010635
2,4,16,250,5.521461
2,4,16,250,5.521461
2,4,16,150,5.010635
2,4,16,150,5.010635
2,4,16,200,5.298317
2,4,16,150,5.010635
2,4,16,300,5.703783
2,4,16,200,5.298317
2,4,16,200,5.298317
2,4,16,250,5.521461
2,4,16,300,5.703783
2,4,16,200,5.298317
2,4,16,250,5.521461
2,4,16,250,5.521461
2,4,16,250,5.521461
2,4,16,150,5.010635
2,4,16,250,5.521461
2,4,16,300,5.703783
2,4,16,200,5.298317
2,4,16,250,5.521461
2,4,16,200,5.298317
2,4,16,250,5.521461
2,4,16,300,5.703783
2,4,16,250,5.521461
2,4,16,200,5.298317
2,4,16,250,5.521461
2,4,16,300,5.703783
2,4,16,156.25,5.051457
2,4,16,300,5.703783
2,4,16,250,5.521461
2,4,16,300,5.703783
2,4,16,300,5.703783
2,4,16,200,5.298317
2,4,16,300,5.703783
2,4,16,300,5.703783
2,4,16,350,5.857933
2,4,16,350,5.857933
2,4,16,300,5.703783
2,4,16,300,5.703783
2,4,16,250,5.521461
2,4,16,250,5.521461
2,4,16,250,5.521461
2,4,16,300,5.703783
2,4,16,200,5.298317
2,4,16,250,5.521461
2,4,16,350,5.857933
2,4,16,250,5.521461
2,4,16,250,5.521461
2,4,16,350,5.857933
3,9,16,50,3.912023
3,9,16,106.25,4.665795
3,9,16,31.25,3.442019
3,9,16,100,4.60517
3,9,16,150,5.010635
3,9,16,200,5.298317
3,9,16,150,5.010635
3,9,16,300,5.703783
3,9,16,250,5.521461
3,9,16,200,5.298317
3,9,16,200,5.298317
3,9,16,150,5.010635
3,9,16,250,5.521461
3,9,16,200,5.298317
3,9,16,200,5.298317
3,9,16,106.25,4.665795
3,9,16,100,4.60517
3,9,16,200,5.298317
3,9,16,250,5.521461
3,9,16,200,5.298317
3,9,16,250,5.521461
3,9,16,100,4.60517
3,9,16,250,5.521461
3,9,16,200,5.298317
3,9,16,300,5.703783
3,9,16,300,5.703783
3,9,16,300,5.703783
3,9,16,300,5.703783
3,9,16,250,5.521461
3,9,16,250,5.521461
3,9,16,300,5.703783
3,9,16,300,5.703783
3,9,16,150,5.010635
3,9,16,300,5.703783
3,9,16,250,5.521461
3,9,16,300,5.703783
3,9,16,250,5.521461
3,9,16,300,5.703783
3,9,16,300,5.703783
3,9,16,300,5.703783
3,9,16,300,5.703783
3,9,16,300,5.703783
3,9,16,300,5.703783
3,9,16,200,5.298317
3,9,16,300,5.703783
3,9,16,250,5.521461
3,9,16,350,5.857933
3,9,16,400,5.991465
3,9,16,400,5.991465
3,9,16,256.25,5.546154
3,9,16,500,6.214608
3,9,16,400,5.991465
4,16,16,150,5.010635
4,16,16,100,4.60517
4,16,16,125,4.828314
4,16,16,175,5.164786
4,16,16,75,4.317488
4,16,16,250,5.521461
4,16,16,200,5.298317
4,16,16,200,5.298317
4,16,16,100,4.60517
4,16,16,250,5.521461
4,16,16,75,4.317488
4,16,16,100,4.60517
4,16,16,200,5.298317
4,16,16,250,5.521461
4,16,16,125,4.828314
4,16,16,250,5.521461
4,16,16,200,5.298317
4,16,16,250,5.521461
4,16,16,300,5.703783
4,16,16,250,5.521461
4,16,16,300,5.703783
4,16,16,250,5.521461
4,16,16,300,5.703783
4,16,16,150,5.010635
4,16,16,250,5.521461
4,16,16,250,5.521461
4,16,16,300,5.703783
4,16,16,150,5.010635
4,16,16,125,4.828314
4,16,16,300,5.703783
4,16,16,250,5.521461
4,16,16,175,5.164786
4,16,16,350,5.857933
4,16,16,300,5.703783
4,16,16,300,5.703783
4,16,16,250,5.521461
4,16,16,300,5.703783
4,16,16,250,5.521461
4,16,16,300,5.703783
4,16,16,300,5.703783
4,16,16,200,5.298317
4,16,16,150,5.010635
4,16,16,200,5.298317
4,16,16,250,5.521461
4,16,16,250,5.521461
4,16,16,300,5.703783
4,16,16,250,5.521461
4,16,16,300,5.703783
4,16,16,300,5.703783
4,16,16,400,5.991465
4,16,16,250,5.521461
4,16,16,300,5.703783
4,16,16,350,5.857933
4,16,16,350,5.857933
4,16,16,350,5.857933
4,16,16,400,5.991465
4,16,16,350,5.857933
4,16,16,300,5.703783
4,16,16,400,5.991465
5,25,16,100,4.60517
5,25,16,225,5.416101
5,25,16,150,5.010635
5,25,16,100,4.60517
5,25,16,250,5.521461
5,25,16,100,4.60517
5,25,16,200,5.298317
5,25,16,300,5.703783
5,25,16,150,5.010635
5,25,16,350,5.857933
5,25,16,200,5.298317
